...1,item_number,description,category,item_link
2507,47394pb092,"Duplo Figure Lego Ville, Male Castle, Black Legs, Red Chest, Bright Light Orange Arms, Dark Bluish Gray Hands, Wide Grin",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb092
2508,47394pb178,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue and Yellow Chest with Crowned Eagle, Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb178
2509,47394pb057,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue Chest, Blue Arms, Blue Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb057
2510,47394pb006,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue Chest, Dark Bluish Gray Arms, White Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb006
2511,47394pb020,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue Chest, White Arms, Dark Bluish Gray Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb020
2512,47394pb084,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Blue Chest, White Arms, White Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb084
2513,47394pb053,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Brown Chest, Dark Bluish Gray  Arms, Dark Bluish Gray Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb053
2514,47394pb196,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Red and White Chest with Lion on Shield, Bright Light Yellow Hair, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb196
2515,47394pb179,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, Red and White Chest with Lion on Shield, Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb179
2516,47394pb055,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Blue Arms, Blue Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb055
2517,47394pb007,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Blue Arms, Dark Bluish Gray Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb007
2518,47394pb083,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Dark Bluish Gray Arms, Blue Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb083
2519,47394pb008,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Dark Bluish Gray Arms, Yellow Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb008
2520,47394pb005,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Yellow Arms, Dark Bluish Gray Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb005
2521,47394pb017,"Duplo Figure Lego Ville, Male Castle, Dark Bluish Gray Legs, White Chest, Yellow Arms, Yellow Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb017
2522,47394pb110,"Duplo Figure Lego Ville, Male Circus Ringmaster, Black Legs, Red Top with Bow Tie, Top Hat, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb110
2523,47394pb152,"Duplo Figure Lego Ville, Male Circus Ringmaster, Black Legs, Red Top with Gold Braid, Top Hat, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb152
2524,47394pb108,"Duplo Figure Lego Ville, Male Clown, Medium Blue Legs, Red Top, Green Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb108
2525,47394pb151,"Duplo Figure Lego Ville, Male Clown, Medium Blue Legs, Striped Jacket, Bow Tie, Green Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb151
2526,47394pb109,"Duplo Figure Lego Ville, Male Clown, Orange Legs, Lime Top with Three Buttons and Flower, Red Hair, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb109
2527,47394pb272,"Duplo Figure Lego Ville, Male Firefighter, Black Legs, Black Jacket with Safety Harness, White Helmet with Silver Fire Badge and Radio, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb272
2528,47394pb025,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Black Hands, Silver Helmet, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb025
2529,47394pb010,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Black Hands, White Helmet, Brown Face",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb010
2530,47394pb026,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Black Hands, White Helmet, Light Gray Moustache",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb026
2531,47394pb076,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Brown Hands, White Helmet, Brown Face",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb076
2532,47394pb135,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Light Gray Arms, Nougat Hands, White Helmet, Light Gray Moustache",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb135
2533,47394pb077,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, Silver Helmet, Blue Eyes (4558027)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb077
2534,47394pb122,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, White Helmet, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb122
2535,47394pb061,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, White Helmet, Light Gray Moustache",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb061
2536,47394pb100,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Nougat Hands, Yellow Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb100
2537,47394pb265,"Duplo Figure Lego Ville, Male Fireman, Black Legs, Striped Jacket with Red Safety Harness, White Helmet with Silver Fire Badge, Green Eyes, Stubble",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb265
2538,47394pb142,"Duplo Figure Lego Ville, Male Medic, Bright Green Legs & Jumpsuit with Yellow Vest, White Helmet with EMT Star of Life Pattern",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb142
2539,47394pb143,"Duplo Figure Lego Ville, Male Medic, Bright Green Legs, White Top with ID Badge and EMT Star of Life Pattern, Attached Stethoscope",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb143
2540,47394pb171,"Duplo Figure Lego Ville, Male Medic, Medium Blue Legs, White Lab Coat, Stethoscope, Glasses, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb171
2541,47394pb171a,"Duplo Figure Lego Ville, Male Medic, Medium Blue Legs, White Lab Coat, Stethoscope, Glasses, Black Hair, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb171a
2542,47394pb065,"Duplo Figure Lego Ville, Male Medic, Orange Legs, Light Bluish Gray Top with Zipper and Stripes, Light Bluish Gray Hair, Light Bluish Gray Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb065
2543,47394pb125,"Duplo Figure Lego Ville, Male Medic, Orange Legs, Light Bluish Gray Top with Zipper, Stripes and EMT Star of Life Pattern, Light Bluish Gray Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb125
2544,47394pb080,"Duplo Figure Lego Ville, Male Medic, Orange Legs, White Top with ID Badge and EMT Star of Life Pattern, Black Hair, Blue Eyes, Moustache",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb080
2545,47394pb086,"Duplo Figure Lego Ville, Male Medic, Orange Legs, White Top with ID Badge and EMT Star of Life Pattern, Black Hair, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb086
2546,47394pb094,"Duplo Figure Lego Ville, Male Medic, Sand Green Legs, White Top with Badge, Light Bluish Gray Hair, Brown Head, Glasses, Moustache",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb094
2547,47394pb126,"Duplo Figure Lego Ville, Male Medic, Sand Green Legs, White Top with Stethoscope, Light Bluish Gray Hair, Brown Head, Glasses, Moustache",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb126
2548,47394pb066,"Duplo Figure Lego Ville, Male Medic, Sand Green Legs, White Top with Stethoscope, Light Bluish Gray Hair, Brown Head, Glasses, Moustache, White Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb066
2549,47394pb120,"Duplo Figure Lego Ville, Male Pilot, Black Legs, White Top with Airplane Logo and Black Tie, Police Hat",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb120
2550,47394pb045,"Duplo Figure Lego Ville, Male Pilot, Black Legs, White Top with Airplane Logo and Black Tie, Police Hat, Sunglasses",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb045
2551,47394pb060,"Duplo Figure Lego Ville, Male Pirate, Dark Bluish Gray Legs, Red and White White Striped Top, Medium Blue Cloth Wrap (Pirate)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb060
2552,47394pb088,"Duplo Figure Lego Ville, Male Pirate, Dark Green Legs, Nougat Top with Strap and Dynamite, Bald Head, Eye Patch",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb088
2553,47394pb089,"Duplo Figure Lego Ville, Male Pirate, Medium Blue Legs, Dark Blue Top with Buttons, Bald Head, Eye Patch, Peg Leg",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb089
2554,47394pb050,"Duplo Figure Lego Ville, Male Pirate, Medium Blue Legs, Dark Red Top, Dark Bluish Gray Pirate Hat, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb050
2555,47394pb090,"Duplo Figure Lego Ville, Male Pirate, Red Legs, White Top with Buttons and Green Spots, Reddish Brown Pirate Hat, Eye Patch, Peg Leg",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb090
2556,47394pb081,"Duplo Figure Lego Ville, Male Police, Black Cap with Headset, Light Nougat Head and Hands, Black Shirt with Badge, Dark Blue Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb081
2557,47394pb016,"Duplo Figure Lego Ville, Male Police, Black Hat, Light Nougat Head and Hands, Brown Eyes, Black Shirt with Badge, Dark Blue Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb016
2558,47394pb034,"Duplo Figure Lego Ville, Male Police, Black Hat, Nougat Head and Hands,  Light Blue Shirt with Badge, Dark Blue Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb034
2559,47394pb261,"Duplo Figure Lego Ville, Male Police, Black Legs, Dark Azure Top with Badge and Radio, White Helmet with Black Front and Badge",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb261
2560,47394pb263,"Duplo Figure Lego Ville, Male Police, Black Legs, Medium Azure Top with Badge and Epaulettes, Black Hat with Yellow Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb263
2561,47394pb169,"Duplo Figure Lego Ville, Male Police, Black Legs, Medium Blue Top with Badge, Black Hat",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb169
2562,47394pb169a,"Duplo Figure Lego Ville, Male Police, Black Legs, Medium Blue Top with Badge, Black Hat, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb169a
2563,47394pb138,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs & Jumpsuit with Yellow Vest, White Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb138
2564,47394pb067,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Black Arms and Hands, White Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb067
2565,47394pb033,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Black Arms, Black Hands, Black Hat",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb033
2566,47394pb107,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Black Arms, Black Hat, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb107
2567,47394pb024,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Black Arms, White Helmet, Dark Bluish Gray Eyebrows, Reddish Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb024
2568,47394pb024a,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Black Arms, White Helmet, Reddish Brown Eyebrows, Blue Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb024a
2569,47394pb205,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Black Top with Badge, Light Bluish Gray Arms, White Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb205
2570,47394pb141,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Light Blue Top with Badge and Tie, Nougat Hands, Black Hat",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb141
2571,47394pb031,"Duplo Figure Lego Ville, Male Police, Dark Blue Legs, Light Blue Top with Badge, Light Blue Hands, Black Hat",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb031
2572,47394pb052,"Duplo Figure Lego Ville, Male Post Office, Dark Bluish Gray Legs, Blue Jacket with Mail Horn, Black Police Hat",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb052
2573,47394pb117,"Duplo Figure Lego Ville, Male Post Office, Dark Bluish Gray Legs, Blue Jacket with Mail Horn, Black Police Hat, Smile with Teeth",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb117
2574,47394pb035,"Duplo Figure Lego Ville, Male Prisoner, Black Cap, Light Nougat Head and Hands, Black and White Striped Shirt with '62019', Black Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb035
2575,47394pb046,"Duplo Figure Lego Ville, Male Train Conductor, Black Legs, Blue Jacket with Tie, Blue Hands, Red Hat, Smile with Teeth",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb046
2576,47394pb046a,"Duplo Figure Lego Ville, Male Train Conductor, Black Legs, Blue Jacket with Tie, Nougat Hands, Red Hat, Smile with Teeth",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb046a
2577,47394pb051a,"Duplo Figure Lego Ville, Male Train Conductor, Red Hat, Smile with Closed Mouth, Blue Jacket with Yellow and Blue Tie, Black Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb051a
2578,47394pb051,"Duplo Figure Lego Ville, Male Train Conductor, Red Hat, Smile with Closed Mouth, Blue Jacket with Yellow and Red Tie, Black Legs",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb051
2579,47394pb032,"Duplo Figure Lego Ville, Male, Black Legs, Black and White Striped Top with Number 62019, Black Arms and Hands, Black Cap (Prisoner)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb032
2580,47394pb168,"Duplo Figure Lego Ville, Male, Black Legs, Black and White Striped Top with Number 92116, Black Hair (Prisoner)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb168
2581,47394pb168a,"Duplo Figure Lego Ville, Male, Black Legs, Black and White Striped Top with Number 92116, Black Hair (Prisoner), Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb168a
2582,47394pb264,"Duplo Figure Lego Ville, Male, Black Legs, Black and White Striped Top, Reddish Brown Hair (Prisoner)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb264
2583,47394pb038,"Duplo Figure Lego Ville, Male, Black Legs, Blue Jacket with Tie, Red Hat, Curly Moustache (Train Conductor)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb038
2584,47394pb318,"Duplo Figure Lego Ville, Male, Black Legs, Bright Light Blue Shirt with Pockets, Dark Brown Hair and Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb318
2585,47394pb306,"Duplo Figure Lego Ville, Male, Black Legs, Bright Light Blue Top with White Shirt, Dark Brown Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb306
2586,47394pb253,"Duplo Figure Lego Ville, Male, Black Legs, Medium Azure Shirt, Yellow Safety Vest with Train Logo, Yellow Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb253
2587,47394pb251,"Duplo Figure Lego Ville, Male, Black Legs, Medium Blue Shirt over Reddish Brown Vest, Dark Tan Hair (Jurassic World Owen Grady)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb251
2588,47394pb208,"Duplo Figure Lego Ville, Male, Black Legs, Medium Blue Shirt with Pocket, Medium Blue Arms, Brown Head, Glasses, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb208
2589,47394pb208a,"Duplo Figure Lego Ville, Male, Black Legs, Medium Blue Shirt with Pocket, Medium Blue Arms, Brown Head, Glasses, Black Hair, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb208a
2590,47394pb295,"Duplo Figure Lego Ville, Male, Black Legs, Medium Blue Shirt with Pocket, Reddish Brown Head, Glasses, Black Hair Swept Forward, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb295
2591,47394pb289,"Duplo Figure Lego Ville, Male, Black Legs, Orange Vest with Badge and Pocket, Medium Azure Arms, Light Bluish Gray Hands, White Construction Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb289
2592,47394pb288,"Duplo Figure Lego Ville, Male, Black Legs, Orange Vest with Badge and Pocket, Medium Azure Arms, White Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb288
2593,47394pb063,"Duplo Figure Lego Ville, Male, Black Legs, Orange Vest with Two Pockets and Pen, Blue Hands, Red Construction Helmet (Train Engineer)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb063
2594,47394pb001,"Duplo Figure Lego Ville, Male, Black Legs, Orange Vest, Orange Construction Helmet",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb001
2595,47394pb002,"Duplo Figure Lego Ville, Male, Black Legs, Orange Vest, Orange Construction Helmet, Dark Skin",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb002
2596,47394pb072,"Duplo Figure Lego Ville, Male, Black Legs, Orange Vest, Orange Construction Helmet, Red Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb072
2597,47394pb228,"Duplo Figure Lego Ville, Male, Black Legs, Red Top with Belt and White Fur Trim Pattern, White Hair, Blue Eyes and Beard (Santa)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb228
2598,47394pb254,"Duplo Figure Lego Ville, Male, Black Legs, White Shirt, Yellow Safety Vest with Train Logo, Dark Blue Hat, Brown Hair and Glasses",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb254
2599,47394pb322,"Duplo Figure Lego Ville, Male, Black Legs, White Top with Light Aqua Suspenders, Dark Brown Glasses, Reddish Brown Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb322
2600,47394pb280,"Duplo Figure Lego Ville, Male, Black Legs, White Top with Light Aqua Suspenders, Reddish Brown Hair, Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb280
2601,47394pb176,"Duplo Figure Lego Ville, Male, Black Legs, White Top, Black Arms, Black Hair, LEGO Logo on Front - Hungarian Lego Factory Employee Gift",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb176
2602,47394pb181,"Duplo Figure Lego Ville, Male, Black Legs, White Top, Black Hair, '80 evesek vagyunk' on Front, LEGO Logo on Back",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb181
2603,47394pb305,"Duplo Figure Lego Ville, Male, Black Legs, White Top, Dark Brown Glasses, Light Bluish Gray Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb305
2604,47394pb136,"Duplo Figure Lego Ville, Male, Black Legs, White Top, Tan Arms, Blue Baseball Cap, LEGO Logo on Front - Lego Factory Hungary Promotional",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb136
2605,47394pb105,"Duplo Figure Lego Ville, Male, Blue Legs, Blue Top with Pockets, White Construction Helmet, Brown Eyes and Open Mouth Smile",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb105
2606,47394pb041,"Duplo Figure Lego Ville, Male, Blue Legs, Blue Top with Pockets, White Construction Helmet, Green Eyes Looking Right",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb041
2607,47394pb087,"Duplo Figure Lego Ville, Male, Blue Legs, Bright Green Top with White Undershirt, Blue Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb087
2608,47394pb121,"Duplo Figure Lego Ville, Male, Blue Legs, Brown Top with ID Badge, Black Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb121
2609,47394pb157,"Duplo Figure Lego Ville, Male, Blue Legs, Brown Vest with Zipper and Zippered Pockets, Yellow Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb157
2610,47394pb157a,"Duplo Figure Lego Ville, Male, Blue Legs, Brown Vest with Zipper and Zippered Pockets, Yellow Cap with Headset, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb157a
2611,47394pb252,"Duplo Figure Lego Ville, Male, Blue Legs, Dark Azure Shirt with Blue Overalls and Red Neckerchief Pattern, Blue Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb252
2612,47394pb191,"Duplo Figure Lego Ville, Male, Blue Legs, Green Top with Pen, Reddish Brown Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb191
2613,47394pb191a,"Duplo Figure Lego Ville, Male, Blue Legs, Green Top with Pen, Reddish Brown Hair, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb191a
2614,47394pb048,"Duplo Figure Lego Ville, Male, Blue Legs, Green Top with Yellow Scarf, Blue Cap, Curly Moustache (Train Engineer)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb048
2615,47394pb231,"Duplo Figure Lego Ville, Male, Blue Legs, Orange Vest, Dark Green Plaid Shirt, Red Arms, Yellow Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb231
2616,47394pb231a,"Duplo Figure Lego Ville, Male, Blue Legs, Orange Vest, Dark Green Plaid Shirt, Red Arms, Yellow Cap with Headset, Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb231a
2617,47394pb113,"Duplo Figure Lego Ville, Male, Blue Legs, Red Shirt with Pockets and Name Tag, Black Hair, Brown Eyes, Nougat Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb113
2618,47394pb297,"Duplo Figure Lego Ville, Male, Blue Legs, Reddish Brown Jacket with Zippers, Light Bluish Gray Arms, Reddish Brown Hair, Brown Oval Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb297
2619,47394pb211,"Duplo Figure Lego Ville, Male, Blue Legs, Reddish Brown Jacket with Zippers, Tan Arms, Reddish Brown Hair, Brown Eyes",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb211
2620,47394pb068,"Duplo Figure Lego Ville, Male, Blue Legs, Tan Pullover with Buttons and Stripes, Black Hair, Brown Eyes, Nougat Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb068
2621,47394pb103,"Duplo Figure Lego Ville, Male, Blue Legs, Tan Pullover with Buttons and Stripes, Black Hair, Brown Eyes, Tan Hands",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb103
2622,47394pb115,"Duplo Figure Lego Ville, Male, Blue Legs, Tan Top with Blue Overalls, Red Baseball Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb115
2623,47394pb023a,"Duplo Figure Lego Ville, Male, Blue Legs, Tan Top with Buttons and Rag in Pocket, Black Hair, Nougat Hands (Mechanic)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb023a
2624,47394pb023,"Duplo Figure Lego Ville, Male, Blue Legs, Tan Top with Buttons and Rag in Pocket, Black Hair, Tan Hands (Mechanic)",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb023
2625,47394pb267,"Duplo Figure Lego Ville, Male, Blue Legs, White Top with Number 7 and Red Arms, Reddish Brown Hair, Red Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb267
2626,47394pb131,"Duplo Figure Lego Ville, Male, Blue Swim Trunks, White Top with Green '51', Reddish Brown Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb131
2627,47394pb128,"Duplo Figure Lego Ville, Male, Buzz Lightyear",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb128
2628,47394pb274,"Duplo Figure Lego Ville, Male, Buzz Lightyear with Detailed Suit",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb274
2629,47394pb082,"Duplo Figure Lego Ville, Male, Dark Blue Legs & Jumpsuit with Straps, Orange Cap with Headset",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb082
2630,47394pb042,"Duplo Figure Lego Ville, Male, Dark Blue Legs & Jumpsuit with Yellow Vest, Radio, ID Badge, Yellow Cap with Headset, Slight Smile",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb042
2631,47394pb069,"Duplo Figure Lego Ville, Male, Dark Blue Legs & Jumpsuit with Yellow Vest, Radio, ID Badge, Yellow Cap with Headset, Wide Smile",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb069
2632,47394pb227,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Bright Light Blue Top with Medium Blue Sleeves and Tie Pattern, White Glasses, Black Hair",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb227
2633,47394pb106,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Light Blue Top with Life Jacket and Badge, Dark Blue Cap",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb106
2634,47394pb044,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Light Blue Top with Red Tie and ID Badge, Reddish Brown Hair, Beard, Glasses",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb044
2635,47394pb290,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Medium Azure Top with Dark Blue Overalls, White Construction Helmet, Orange Beard",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb290
2636,47394pb062,"Duplo Figure Lego Ville, Male, Dark Blue Legs, Red Top with Black Vest, Red Hands, Blue Cap, Blue Eyes, Moustache",Duplo,https://bricklink.com/v2/catalog/catalogitem.page?M=47394pb062
